# f   r_rk4
0.004008 0.102739
0.008016 0.117687
0.012024 0.141203
0.016032 0.127319
0.020040 0.195341
0.024048 0.144610
0.028056 0.126776
0.032064 0.060943
0.036072 0.220227
0.040080 0.682996
0.044088 0.520681
0.048096 0.592547
0.052104 0.716470
0.056112 0.307481
0.060120 0.210862
0.064128 0.139519
0.068136 0.686191
0.072144 0.640137
0.076152 0.593813
0.080160 0.548934
0.084168 0.507816
0.088176 0.469769
0.092184 0.434257
0.096192 0.402778
0.100200 0.374248
0.104208 0.348014
0.108216 0.324129
0.112224 0.302842
0.116232 0.284097
0.120240 0.267177
0.124248 0.250670
0.128257 0.234789
0.132265 0.222722
0.136273 0.210360
0.140281 0.198943
0.144289 0.188923
0.148297 0.179725
0.152305 0.170902
0.156313 0.163278
0.160321 0.156008
0.164329 0.149338
0.168337 0.143071
0.172345 0.137125
0.176353 0.131639
0.180361 0.126402
0.184369 0.121674
0.188377 0.117259
0.192385 0.113054
0.196393 0.109084
0.200401 0.105577
0.204409 0.102069
0.208417 0.098967
0.212425 0.095860
0.216433 0.093155
0.220441 0.090350
0.224449 0.088046
0.228457 0.085133
0.232465 0.082116
0.236473 0.078958
0.240481 0.076592
0.244489 0.074596
0.248497 0.072374
0.252505 0.068719
0.256513 0.066399
0.260521 0.064711
0.264529 0.062806
0.268537 0.061169
0.272545 0.059853
0.276553 0.058211
0.280561 0.056841
0.284569 0.055731
0.288577 0.054411
0.292585 0.053203
0.296593 0.052143
0.300601 0.051184
0.304609 0.050265
0.308617 0.049382
0.312625 0.048361
0.316633 0.047753
0.320641 0.046914
0.324649 0.046302
0.328657 0.045622
0.332665 0.044942
0.336673 0.044485
0.340681 0.044004
0.344689 0.043545
0.348697 0.043239
0.352705 0.042763
0.356713 0.042371
0.360721 0.042044
0.364729 0.041765
0.368737 0.978202
0.372745 0.978265
0.376754 0.978248
0.380762 0.978293
0.384770 0.978344
0.388778 0.978410
0.392786 0.978441
0.396794 0.978428
0.400802 0.978427
0.404810 0.978464
0.408818 0.978474
0.412826 0.978524
0.416834 0.978512
0.420842 0.978529
0.424850 0.978543
0.428858 0.978559
0.432866 0.978580
0.436874 0.978553
0.440882 0.978541
0.444890 0.978577
0.448898 0.978557
0.452906 0.978580
0.456914 0.978601
0.460922 0.978600
0.464930 0.978616
0.468938 0.978621
0.472946 0.978639
0.476954 0.978655
0.480962 0.978678
0.484970 0.978698
0.488978 0.978714
0.492986 0.978733
0.496994 0.978753
0.501002 0.978781
0.505010 0.978796
0.509018 0.978803
0.513026 0.978814
0.517034 0.978823
0.521042 0.978823
0.525050 0.978824
0.529058 0.978831
0.533066 0.978863
0.537074 0.978848
0.541082 0.978852
0.545090 0.978855
0.549098 0.978866
0.553106 0.978874
0.557114 0.978874
0.561122 0.978875
0.565130 0.978864
0.569138 0.978867
0.573146 0.978866
0.577154 0.978866
0.581162 0.978875
0.585170 0.978881
0.589178 0.978877
0.593186 0.978883
0.597194 0.978870
0.601202 0.978872
0.605210 0.978873
0.609218 0.978877
0.613226 0.978877
0.617234 0.978882
0.621242 0.978895
0.625251 0.978920
0.629259 0.978920
0.633267 0.978919
0.637275 0.978924
0.641283 0.978930
0.645291 0.978904
0.649299 0.978910
0.653307 0.978909
0.657315 0.978915
0.661323 0.978865
0.665331 0.978869
0.669339 0.978932
0.673347 0.978932
0.677355 0.978935
0.681363 0.978936
0.685371 0.978932
0.689379 0.978944
0.693387 0.978941
0.697395 0.978907
0.701403 0.978889
0.705411 0.978935
0.709419 0.978951
0.713427 0.978946
0.717435 0.978909
0.721443 0.978912
0.725451 0.978916
0.729459 0.978915
0.733467 0.978917
0.737475 0.978922
0.741483 0.978922
0.745491 0.978921
0.749499 0.978922
0.753507 0.978939
0.757515 0.978950
0.761523 0.978960
0.765531 0.978958
0.769539 0.978959
0.773547 0.978962
0.777555 0.978977
0.781563 0.978963
0.785571 0.978962
0.789579 0.978979
0.793587 0.978991
0.797595 0.979039
0.801603 0.979035
0.805611 0.979025
0.809619 0.979020
0.813627 0.979017
0.817635 0.979019
0.821643 0.979018
0.825651 0.979024
0.829659 0.979021
0.833667 0.979019
0.837675 0.979044
0.841683 0.979045
0.845691 0.979009
0.849699 0.979013
0.853707 0.979012
0.857715 0.979017
0.861723 0.979021
0.865731 0.979028
0.869739 0.979026
0.873747 0.979031
0.877756 0.979034
0.881764 0.979052
0.885772 0.979045
0.889780 0.979044
0.893788 0.979041
0.897796 0.979074
0.901804 0.979070
0.905812 0.979076
0.909820 0.979071
0.913828 0.979075
0.917836 0.979088
0.921844 0.979099
0.925852 0.979100
0.929860 0.979080
0.933868 0.979084
0.937876 0.979084
0.941884 0.979079
0.945892 0.979090
0.949900 0.979092
0.953908 0.979096
0.957916 0.979096
0.961924 0.979097
0.965932 0.979013
0.969940 0.978990
0.973948 0.978995
0.977956 0.979007
0.981964 0.979008
0.985972 0.979017
0.989980 0.979017
0.993988 0.979023
0.997996 0.979038
1.002004 0.978935
